避難收容處所名稱,縣市及鄉鎮市區,緯度,經度,is_indoor,設施類型,最近AQI測站,測站縣市,最近測站AQI,距離測站(km),風險等級,風險描述,風險分數,模擬情境
臺南市安平區開台天后宮,臺南市安平區,23.000908,120.160689,True,室內設施,彰化,台南市,67,6.15,Low Risk,風險較低,25,高AQI情境模擬
臺南市北區立人國小,臺南市北區,23.0014,120.2021,True,室內設施,彰化,台南市,67,2.23,Low Risk,風險較低,25,高AQI情境模擬
臺南市永康區中華里活動中心,臺南市永康區,23.0015,120.2381,True,室內設施,彰化,台南市,67,2.34,Low Risk,風險較低,25,高AQI情境模擬
臺南市中西區西湖社區活動中心,臺南市中西區,23.0016,120.1808,True,室內設施,彰化,台南市,67,4.19,Low Risk,風險較低,25,高AQI情境模擬
臺南市永康區勝利里活動中心,臺南市永康區,23.0021,120.2294,True,室內設施,彰化,台南市,67,1.75,Low Risk,風險較低,25,高AQI情境模擬
臺南市北區安民社區活動中心,臺南市北區,23.0022,120.1992,True,室內設施,彰化,台南市,67,2.52,Low Risk,風險較低,25,高AQI情境模擬
臺南市安平區西門國小-多功能教室及普通教室,臺南市安平區,23.002924,120.159508,True,室內設施,彰化,台南市,67,6.32,Low Risk,風險較低,25,高AQI情境模擬
臺南市永康區永康公園,臺南市永康區,23.003,120.2427,False,戶外設施,彰化,台南市,67,2.82,Warning,最近測站 AQI 67 > 50 且為戶外設施,45,高AQI情境模擬
臺南市中西區光賢里活動中心,臺南市中西區,23.003161,120.189831,True,室內設施,彰化,台南市,67,3.4,Low Risk,風險較低,25,高AQI情境模擬
臺南市北區裕民社區活動中心,臺南市北區,23.0032,120.1973,True,室內設施,彰化,台南市,67,2.75,Low Risk,風險較低,25,高AQI情境模擬
金竹社區活動中心,高雄市內門區,23.0033,120.5074,True,室內設施,南投,未知地區,51,13.52,Low Risk,風險較低,30,高AQI情境模擬
臺南市北區重興社區活動中心,臺南市北區,23.0036,120.2266,True,室內設施,彰化,台南市,67,1.75,Low Risk,風險較低,25,高AQI情境模擬
臺南市北區和順里活動中心,臺南市北區,23.0037,120.2012,True,室內設施,彰化,台南市,67,2.46,Low Risk,風險較低,25,高AQI情境模擬
臺南市安平區海頭社區活動中心,臺南市安平區,23.004411,120.160277,True,室內設施,彰化,台南市,67,6.29,Low Risk,風險較低,25,高AQI情境模擬
臺南市永康區崑山里活動中心,臺南市永康區,23.0048,120.2602,True,室內設施,鶯歌,台南市,94,4.46,Low Risk,風險較低,25,高AQI情境模擬
臺南市永康區東灣里活動中心,臺南市永康區,23.0051,120.2694,True,室內設施,鶯歌,台南市,94,5.32,Low Risk,風險較低,25,高AQI情境模擬
興龍社區活動中心,高雄市六龜區,23.0051,120.6482,True,室內設施,南投,未知地區,51,18.1,Low Risk,風險較低,30,高AQI情境模擬
臺南市北區民德國中,臺南市北區,23.0054,120.2052,True,室內設施,彰化,台南市,67,2.31,Low Risk,風險較低,25,高AQI情境模擬
臺南市北區文賢國中,臺南市北區,23.0057,120.1962,True,室內設施,彰化,台南市,67,3.0,Low Risk,風險較低,25,高AQI情境模擬
臺南市永康區復國里活動中心,臺南市永康區,23.006,120.2474,True,室內設施,彰化,台南市,67,3.41,Low Risk,風險較低,25,高AQI情境模擬
關山鎮電光國民小學,臺東縣關山鎮,23.0061,121.1737,True,室內設施,綠島,未知地區,47,4.5,Low Risk,風險較低,0,高AQI情境模擬
臺南市永康區中興里活動中心,臺南市永康區,23.0063,120.2402,True,室內設施,彰化,台南市,67,2.84,Low Risk,風險較低,25,高AQI情境模擬
臺南市左鎮區岡林國小,臺南市左鎮區,23.0074,120.4153,True,室內設施,太平,台南市,95,16.86,Low Risk,風險較低,30,高AQI情境模擬
臺南市北區賢北國小,臺南市北區,23.0076,120.1792,True,室內設施,彰化,台南市,67,4.6,Low Risk,風險較低,25,高AQI情境模擬
臺南市北區國姓社區活動中心,臺南市北區,23.0078,120.209,True,室內設施,彰化,台南市,67,2.32,Low Risk,風險較低,25,高AQI情境模擬
臺南市北區賢北里活動中心,臺南市北區,23.0086,120.1833,True,室內設施,彰化,台南市,67,4.28,Low Risk,風險較低,25,高AQI情境模擬
臺南市北區大仁社區活動中心,臺南市北區,23.009,120.2165,True,室內設施,彰化,台南市,67,2.21,Low Risk,風險較低,25,高AQI情境模擬
臺南市新化區大坑里活動中心,臺南市新化區,23.009,120.3849,True,室內設施,太平,台南市,95,14.66,Low Risk,風險較低,30,高AQI情境模擬
臺南市永康區六合里活動中心,臺南市永康區,23.0091,120.2303,True,室內設施,彰化,台南市,67,2.47,Low Risk,風險較低,25,高AQI情境模擬
高雄市內門區金竹國民小學,高雄市內門區,23.009137,120.514514,True,室內設施,南投,未知地區,51,14.06,Low Risk,風險較低,30,高AQI情境模擬
電光活動中心,臺東縣關山鎮,23.0093,121.1652,True,室內設施,綠島,未知地區,47,3.99,Low Risk,風險較低,0,高AQI情境模擬
臺南市北區延平國中,臺南市北區,23.0095,120.2107,True,室內設施,彰化,台南市,67,2.42,Low Risk,風險較低,25,高AQI情境模擬
臺南市永康區體一運動公園,臺南市永康區,23.0095,120.2405,False,戶外設施,彰化,台南市,67,3.11,Warning,最近測站 AQI 67 > 50 且為戶外設施,45,高AQI情境模擬
臺南市北區文元文成里聯合活動中心,臺南市北區,23.0099,120.1942,True,室內設施,彰化,台南市,67,3.46,Low Risk,風險較低,25,高AQI情境模擬
臺南市永康區西灣里活動中心,臺南市永康區,23.0102,120.259,True,室內設施,彰化,台南市,67,4.67,Low Risk,風險較低,25,高AQI情境模擬
臺南市永康區北灣里活動中心,臺南市永康區,23.0119,120.2673,True,室內設施,鶯歌,台南市,94,5.49,Low Risk,風險較低,25,高AQI情境模擬
關山鎮月眉國民小學,臺東縣關山鎮,23.0126,121.1425,True,室內設施,綠島,未知地區,47,4.12,Low Risk,風險較低,0,高AQI情境模擬
臺南市北區實踐社區活動中心,臺南市北區,23.0134,120.2158,True,室內設施,彰化,台南市,67,2.71,Low Risk,風險較低,25,高AQI情境模擬
臺南市北區開元國小,臺南市北區,23.0138,120.2219,True,室內設施,彰化,台南市,67,2.74,Low Risk,風險較低,25,高AQI情境模擬
臺南市安南區海南里活動中心,臺南市安南區,23.0142,120.1822,True,室內設施,彰化,台南市,67,4.72,Low Risk,風險較低,25,高AQI情境模擬
臺南市北區昇平社區活動中心,臺南市北區,23.0142,120.2146,True,室內設施,彰化,台南市,67,2.82,Low Risk,風險較低,25,高AQI情境模擬
臺南市永康區安康里活動中心,臺南市永康區,23.0151,120.2281,True,室內設施,彰化,台南市,67,3.0,Low Risk,風險較低,25,高AQI情境模擬
臺南市北區文元國小,臺南市北區,23.0154,120.2,True,室內設施,彰化,台南市,67,3.52,Low Risk,風險較低,25,高AQI情境模擬
月眉活動中心,臺東縣關山鎮,23.0159,121.1516,True,室內設施,綠島,未知地區,47,3.41,Low Risk,風險較低,0,高AQI情境模擬
臺南市永康區復華里活動中心,臺南市永康區,23.0168,120.2452,True,室內設施,彰化,台南市,67,4.04,Low Risk,風險較低,25,高AQI情境模擬
臺南市安南區四草里活動中心,臺南市安南區,23.017087,120.128311,True,室內設施,大里,台南市,98,9.76,Low Risk,風險較低,25,高AQI情境模擬
臺南市永康區社教中心,臺南市永康區,23.0187,120.26,True,室內設施,彰化,台南市,67,5.28,Low Risk,風險較低,25,高AQI情境模擬
臺南市南化區東和里活動中心,臺南市南化區,23.0206,120.4741,True,室內設施,南投,未知地區,51,16.29,Low Risk,風險較低,30,高AQI情境模擬
臺南市永康區尚頂里活動中心,臺南市永康區,23.0211,120.2233,True,室內設施,大里,台南市,98,3.07,Low Risk,風險較低,25,高AQI情境模擬
臺南市永康區東橋里活動中心,臺南市永康區,23.0212,120.2365,True,室內設施,大里,台南市,98,3.58,Low Risk,風險較低,25,高AQI情境模擬
臺南市永康區大橋里活動中心,臺南市永康區,23.0218,120.2296,True,室內設施,大里,台南市,98,3.19,Low Risk,風險較低,25,高AQI情境模擬
集來社區活動中心,高雄市杉林區,23.0222,120.5615,True,室內設施,南投,未知地區,51,15.74,Low Risk,風險較低,30,高AQI情境模擬
高雄市杉林區集來國民小學,高雄市杉林區,23.022241,120.561499,True,室內設施,南投,未知地區,51,15.74,Low Risk,風險較低,30,高AQI情境模擬
臺南市永康區新樹里活動中心,臺南市永康區,23.0229,120.2751,True,室內設施,大里,台南市,98,6.53,Low Risk,風險較低,25,高AQI情境模擬
臺南市永康區甲頂里活動中心,臺南市永康區,23.0237,120.2144,True,室內設施,大里,台南市,98,2.74,Low Risk,風險較低,25,高AQI情境模擬
臺南市安南區安富里活動中心,臺南市安南區,23.02479,120.1966,True,室內設施,大里,台南市,98,3.37,Low Risk,風險較低,25,高AQI情境模擬
臺南市永康區公所3樓禮堂,臺南市永康區,23.0261,120.257,True,室內設施,大里,台南市,98,4.73,Low Risk,風險較低,25,高AQI情境模擬
臺南市左鎮區光榮國小澄山分校,臺南市左鎮區,23.0262,120.3855,True,室內設施,太平,台南市,95,13.24,Low Risk,風險較低,30,高AQI情境模擬
臺南市南化區龍湖寺,臺南市南化區,23.0264,120.4969,True,室內設施,南投,未知地區,51,16.25,Low Risk,風險較低,30,高AQI情境模擬
臺南市永康區探索教育公園,臺南市永康區,23.0266,120.2579,False,戶外設施,大里,台南市,98,4.78,Warning,最近測站 AQI 98 > 50 且為戶外設施,45,高AQI情境模擬
"成功鎮信義國民小學 Xin-Yi Elementary School,Chenggon Township",臺東縣成功鎮,23.02686,121.330869,True,室內設施,綠島,未知地區,47,17.41,Low Risk,風險較低,5,高AQI情境模擬
臺南市安南區海佃國民中學,臺南市安南區,23.026965,120.197792,True,室內設施,大里,台南市,98,3.1,Low Risk,風險較低,25,高AQI情境模擬
臺南市安南區溪北里活動中心,臺南市安南區,23.027,120.213,True,室內設施,大里,台南市,98,2.4,Low Risk,風險較低,25,高AQI情境模擬
臺南市安南區溪墘里活動中心,臺南市安南區,23.0279,120.1922,True,室內設施,大里,台南市,98,3.43,Low Risk,風險較低,25,高AQI情境模擬
臺南市永康區永康國民小學,臺南市永康區,23.027954,120.24811,True,室內設施,大里,台南市,98,3.86,Low Risk,風險較低,25,高AQI情境模擬
都歷活動中心 Du-Li Community Center,臺東縣成功鎮,23.028107,121.33089,True,室內設施,綠島,未知地區,47,17.39,Low Risk,風險較低,5,高AQI情境模擬
臺南市新化區體育公園,臺南市新化區,23.0295,120.3067,False,戶外設施,大里,台南市,98,9.36,Warning,最近測站 AQI 98 > 50 且為戶外設施,45,高AQI情境模擬
臺南市安南區安順國中-順中館,臺南市安南區,23.0313,120.2126,True,室內設施,大里,台南市,98,1.94,Low Risk,風險較低,25,高AQI情境模擬
北源活動中心村辦公處,臺東縣東河鄉,23.031352,121.286649,True,室內設施,綠島,未知地區,47,12.85,Low Risk,風險較低,5,高AQI情境模擬
臺南市永康區龍潭里活動中心,臺南市永康區,23.0314,120.2667,True,室內設施,大里,台南市,98,5.37,Low Risk,風險較低,25,高AQI情境模擬
高雄市六龜區新發國民小學,高雄市六龜區,23.031783,120.662467,True,室內設施,南投,未知地區,51,21.31,Low Risk,風險較低,35,高AQI情境模擬
新發社區活動中心,高雄市六龜區,23.032,120.6633,True,室內設施,南投,未知地區,51,21.38,Low Risk,風險較低,35,高AQI情境模擬
臺南市安南區安西里活動中心,臺南市安南區,23.032486,120.208978,True,室內設施,大里,台南市,98,1.95,Low Risk,風險較低,25,高AQI情境模擬
臺南市新化區保生大帝廟,臺南市新化區,23.0334,120.2959,True,室內設施,大里,台南市,98,8.19,Low Risk,風險較低,25,高AQI情境模擬
臺南市安南區安東里活動中心,臺南市安南區,23.033564,120.214219,True,室內設施,大里,台南市,98,1.66,Low Risk,風險較低,25,高AQI情境模擬
慈霖園原木梓國小,高雄市杉林區,23.033981,120.534542,True,室內設施,南投,未知地區,51,16.73,Low Risk,風險較低,30,高AQI情境模擬
臺南市安南區理想大安社區活動中心,臺南市安南區,23.034,120.1931,True,室內設施,大里,台南市,98,2.95,Low Risk,風險較低,25,高AQI情境模擬
關山鎮老人文康活動中心,臺東縣關山鎮,23.0352,121.1682,True,室內設施,綠島,未知地區,47,1.27,Low Risk,風險較低,0,高AQI情境模擬
臺南市安南區?田里活動中心,臺南市安南區,23.0367,120.1411,True,室內設施,大里,台南市,98,7.92,Low Risk,風險較低,25,高AQI情境模擬
臺南市新化區大新國小大禮堂,臺南市新化區,23.0379,120.2991,True,室內設施,太平,台南市,95,8.39,Low Risk,風險較低,25,高AQI情境模擬
臺南市新化區新化國中大禮堂,臺南市新化區,23.0379,120.3076,True,室內設施,太平,台南市,95,8.46,Low Risk,風險較低,25,高AQI情境模擬
臺南市新化區新化果菜市場停車場,臺南市新化區,23.038,120.3093,True,室內設施,太平,台南市,95,8.47,Low Risk,風險較低,25,高AQI情境模擬
臺南市安南區海西里活動中心,臺南市安南區,23.038021,120.18432,True,室內設施,大里,台南市,98,3.58,Low Risk,風險較低,25,高AQI情境模擬
臺南市新化區公所3樓展演廳,臺南市新化區,23.0382,120.3108,True,室內設施,太平,台南市,95,8.47,Low Risk,風險較低,25,高AQI情境模擬
臺南市新化區新化國小大禮堂,臺南市新化區,23.0383,120.311,True,室內設施,太平,台南市,95,8.46,Low Risk,風險較低,25,高AQI情境模擬
臺南大學附屬啟聰學校活動中心,臺南市新化區,23.0386,120.3193,True,室內設施,太平,台南市,95,8.61,Low Risk,風險較低,25,高AQI情境模擬
臺南市新化區新化高中新民館,臺南市新化區,23.0391,120.3326,True,室內設施,太平,台南市,95,9.01,Low Risk,風險較低,25,高AQI情境模擬
里?活動中心,臺東縣關山鎮,23.0392,121.161,True,室內設施,綠島,未知地區,47,0.66,Low Risk,風險較低,0,高AQI情境模擬
臺南市安南區安慶里活動中心,臺南市安南區,23.0397,120.2101,True,室內設施,大里,台南市,98,1.21,Low Risk,風險較低,25,高AQI情境模擬
北源國小,臺東縣東河鄉,23.039731,121.292706,True,室內設施,綠島,未知地區,47,13.39,Low Risk,風險較低,5,高AQI情境模擬
臺南市永康區埔園里活動中心,臺南市永康區,23.040107,120.252374,True,室內設施,大里,台南市,98,3.68,Low Risk,風險較低,25,高AQI情境模擬
臺南市永康區鹽行文化會館,臺南市永康區,23.0402,120.2395,True,室內設施,大里,台南市,98,2.42,Low Risk,風險較低,25,高AQI情境模擬
臺南市新化區唪口順天宮,臺南市新化區,23.0407,120.2901,True,室內設施,大里,台南市,98,7.48,Low Risk,風險較低,25,高AQI情境模擬
臺南市安南區安慶國民小學,臺南市安南區,23.040741,120.192929,True,室內設施,大里,台南市,98,2.65,Low Risk,風險較低,25,高AQI情境模擬
臺南市安南區鹿耳門天后宮-公館,臺南市安南區,23.04156,120.10991,True,室內設施,大里,台南市,98,11.03,Low Risk,風險較低,30,高AQI情境模擬
臺東縣池上鄉萬安國民小學振興分校,臺東縣池上鄉,23.0426,121.1951,True,室內設施,綠島,未知地區,47,3.4,Low Risk,風險較低,0,高AQI情境模擬
臺南市南化區老人文康中心,臺南市南化區,23.0431,120.4776,True,室內設施,南投,未知地區,51,18.55,Low Risk,風險較低,30,高AQI情境模擬
靈隱寺備用,高雄市甲仙區,23.0446,120.55,True,室內設施,南投,未知地區,51,18.01,Low Risk,風險較低,30,高AQI情境模擬
臺南市永康區鹽洲里活動中心,臺南市永康區,23.0448,120.2338,True,室內設施,大里,台南市,98,1.71,Low Risk,風險較低,25,高AQI情境模擬
臺南市永康區烏竹里活動中心,臺南市永康區,23.0449,120.2633,True,室內設施,大里,台南市,98,4.7,Low Risk,風險較低,25,高AQI情境模擬
臺南市安南區媽祖宮社區活動中心,臺南市安南區,23.045997,120.127812,True,室內設施,大里,台南市,98,9.18,Low Risk,風險較低,25,高AQI情境模擬
新福活動中心,臺東縣關山鎮,23.0461,121.1722,True,室內設施,綠島,未知地區,47,1.06,Low Risk,風險較低,0,高AQI情境模擬
臺南市安南區公所,臺南市安南區,23.0472,120.1848,True,室內設施,大里,台南市,98,3.35,Low Risk,風險較低,25,高AQI情境模擬
